Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","01/10/2024 15:50 UTC"
"Last updated:","13 June 2024"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=6CpU9t
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,OIP,OOC,STA"
Years:
Origin:,"ALG,BAH,ARE,IRQ,ISR,JOR,KUW,LEB,LBY,MAU,MOR,OMN,QAT,SAU,GAZ,SYR,TUN,UAE,WSH,YEM"
"Country of asylum:","ALB,AND,ARM,AUS,AZE,BLR,BEL,BSN,BVT,BUL,HRV,CYP,CZE,DEN,EST,FRO,FIN,FRA,GEO,GFR,GIB,GRE,GRL,VAT,HUN,ICE,IRE,ITA,LVA,LIE,LTU,LUX,MTA,MCO,MNE,NET,MCD,NOR,POL,POR,MDA,ROM,RUS,SMA,SRB,SVK,SVN,SPA,SJM,SWE,SWI,TUR,UKR,GBR"
Year,"Country of origin","Country of asylum","Country of origin (ISO)","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers
2021,Palestinian,Iceland,PSE,ISL,133,14
2021,Palestinian,Ireland,PSE,IRL,130,24
2021,Palestinian,Italy,PSE,ITA,716,138
2021,Palestinian,Latvia,PSE,LVA,7,0
2021,Palestinian,"Rep. of Moldova",PSE,MDA,5,0
2021,Palestinian,Malta,PSE,MLT,74,29
2021,Palestinian,"Netherlands (Kingdom of the)",PSE,NLD,148,21
2021,Palestinian,Poland,PSE,POL,5,16
2021,Palestinian,Portugal,PSE,PRT,5,5
2021,Palestinian,Romania,PSE,ROU,58,12
2021,Palestinian,"Russian Federation",PSE,RUS,5,0
2021,Palestinian,Spain,PSE,ESP,1351,410
2021,Palestinian,"Serbia and Kosovo: S/RES/1244 (1999)",PSE,SRB,6,0
2021,Palestinian,Slovakia,PSE,SVK,7,0
2021,Palestinian,Slovenia,PSE,SVN,26,5
2021,Palestinian,Sweden,PSE,SWE,1322,488
2021,Palestinian,Ukraine,PSE,UKR,10,41
2021,Iraq,Armenia,IRQ,ARM,1095,39
2021,Iraq,Austria,IRQ,AUT,9959,1637
2021,Iraq,Azerbaijan,IRQ,AZE,10,0
2021,Iraq,Belgium,IRQ,BEL,5655,995
2021,Iraq,Belarus,IRQ,BLR,11,5
2021,Iraq,"Bosnia and Herzegovina",IRQ,BIH,0,6
2021,Iraq,Bulgaria,IRQ,BGR,1127,200
2021,Iraq,Cyprus,IRQ,CYP,988,113
2021,Iraq,Czechia,IRQ,CZE,89,8
2021,Iraq,Denmark,IRQ,DNK,274,54
2021,Iraq,Estonia,IRQ,EST,23,0
2021,Iraq,Finland,IRQ,FIN,9166,590
2021,Iraq,France,IRQ,FRA,13830,751
2021,Iraq,"United Kingdom of Great Britain and Northern Ireland",IRQ,GBR,7263,12068
2021,Iraq,Georgia,IRQ,GEO,401,45
2021,Iraq,Germany,IRQ,DEU,147869,29206
2021,Iraq,Greece,IRQ,GRC,13634,1646
2021,Iraq,Croatia,IRQ,HRV,119,18
2021,Iraq,Hungary,IRQ,HUN,608,0
2021,Iraq,Iceland,IRQ,ISL,314,26
2021,Iraq,Ireland,IRQ,IRL,398,59
2021,Iraq,Italy,IRQ,ITA,5311,1029
2021,Iraq,Liechtenstein,IRQ,LIE,7,5
2021,Iraq,Lithuania,IRQ,LTU,65,15
2021,Iraq,Luxembourg,IRQ,LUX,788,105
2021,Iraq,Latvia,IRQ,LVA,40,95
2021,Iraq,"North Macedonia",IRQ,MKD,5,0
2021,Iraq,Monaco,IRQ,MCO,5,0
2021,Iraq,"Rep. of Moldova",IRQ,MDA,17,0
2021,Iraq,Malta,IRQ,MLT,81,0
2021,Iraq,"Netherlands (Kingdom of the)",IRQ,NLD,5998,799
2021,Iraq,Norway,IRQ,NOR,1021,84
2021,Iraq,Poland,IRQ,POL,113,1116
2021,Iraq,Portugal,IRQ,PRT,202,0
2021,Iraq,Romania,IRQ,ROU,529,71
2021,Iraq,"Russian Federation",IRQ,RUS,16,0
2021,Iraq,Spain,IRQ,ESP,296,145
2021,Iraq,"Serbia and Kosovo: S/RES/1244 (1999)",IRQ,SRB,16,7
2021,Iraq,Slovakia,IRQ,SVK,214,0
2021,Iraq,Slovenia,IRQ,SVN,53,24
2021,Iraq,Sweden,IRQ,SWE,10643,1242
2021,Iraq,Switzerland,IRQ,CHE,4488,445
2021,Iraq,Türkiye,IRQ,TUR,9258,144376
2021,Iraq,Ukraine,IRQ,UKR,74,68
2021,Israel,Austria,ISR,AUT,10,0
2021,Israel,France,ISR,FRA,9,0
2021,Israel,"United Kingdom of Great Britain and Northern Ireland",ISR,GBR,120,15
2021,Israel,Germany,ISR,DEU,31,19
2021,Israel,Ireland,ISR,IRL,12,9
2021,Israel,Italy,ISR,ITA,0,5
2021,Israel,Norway,ISR,NOR,8,0
2021,Israel,"Russian Federation",ISR,RUS,5,0
2021,Israel,Spain,ISR,ESP,0,15
2021,Israel,Sweden,ISR,SWE,22,5
2021,Israel,Switzerland,ISR,CHE,5,0
2021,Jordan,Austria,JOR,AUT,78,38
2021,Jordan,Belgium,JOR,BEL,23,65
2021,Jordan,Bulgaria,JOR,BGR,6,0
2021,Jordan,Cyprus,JOR,CYP,50,83
2021,Jordan,Denmark,JOR,DNK,0,10
2021,Jordan,Finland,JOR,FIN,6,5
2021,Jordan,France,JOR,FRA,61,5
2021,Jordan,"United Kingdom of Great Britain and Northern Ireland",JOR,GBR,110,132
2021,Jordan,Georgia,JOR,GEO,0,77
2021,Jordan,Germany,JOR,DEU,496,405
2021,Jordan,Greece,JOR,GRC,44,0
2021,Jordan,Ireland,JOR,IRL,7,16
2021,Jordan,Italy,JOR,ITA,5,8
2021,Jordan,Malta,JOR,MLT,5,0
2021,Jordan,"Netherlands (Kingdom of the)",JOR,NLD,72,41
2021,Jordan,Norway,JOR,NOR,5,0
2021,Jordan,Portugal,JOR,PRT,0,14
2021,Jordan,Romania,JOR,ROU,6,0
2021,Jordan,Spain,JOR,ESP,27,35
2021,Jordan,"Serbia and Kosovo: S/RES/1244 (1999)",JOR,SRB,0,7
2021,Jordan,Sweden,JOR,SWE,279,137
2021,Jordan,Switzerland,JOR,CHE,57,7
2021,Jordan,Ukraine,JOR,UKR,5,5
2021,Kuwait,Austria,KWT,AUT,10,9
2021,Kuwait,Belgium,KWT,BEL,6,5
2021,Kuwait,France,KWT,FRA,435,64
2021,Kuwait,"United Kingdom of Great Britain and Northern Ireland",KWT,GBR,692,1062
2021,Kuwait,Germany,KWT,DEU,48,58
2021,Kuwait,Greece,KWT,GRC,153,21
2021,Kuwait,Ireland,KWT,IRL,51,11
2021,Kuwait,Luxembourg,KWT,LUX,5,0
2021,Kuwait,"Netherlands (Kingdom of the)",KWT,NLD,5,0
2021,Kuwait,Romania,KWT,ROU,5,0
2021,Kuwait,Spain,KWT,ESP,0,5
2021,Kuwait,Sweden,KWT,SWE,32,0
2021,Libya,Austria,LBY,AUT,144,68
2021,Libya,Azerbaijan,LBY,AZE,5,0
2021,Libya,Belgium,LBY,BEL,145,160
2021,Libya,Belarus,LBY,BLR,7,0
2021,Libya,Cyprus,LBY,CYP,12,5
2021,Libya,Czechia,LBY,CZE,22,5
2021,Libya,Denmark,LBY,DNK,5,5
2021,Libya,Finland,LBY,FIN,34,6
2021,Libya,France,LBY,FRA,2259,269
2021,Libya,"United Kingdom of Great Britain and Northern Ireland",LBY,GBR,4468,856
2021,Libya,Germany,LBY,DEU,2687,983
2021,Libya,Greece,LBY,GRC,65,19
2021,Libya,Croatia,LBY,HRV,5,0
2021,Libya,Hungary,LBY,HUN,7,0
2021,Libya,Iceland,LBY,ISL,13,0
2021,Libya,Ireland,LBY,IRL,236,8
2021,Libya,Italy,LBY,ITA,1141,241
2021,Libya,Luxembourg,LBY,LUX,5,25
2021,Libya,"Rep. of Moldova",LBY,MDA,5,0
2021,Libya,Malta,LBY,MLT,2851,228
2021,Libya,"Netherlands (Kingdom of the)",LBY,NLD,268,76
2021,Libya,Norway,LBY,NOR,56,5
2021,Libya,Poland,LBY,POL,21,16
2021,Libya,Portugal,LBY,PRT,15,0
2021,Libya,Romania,LBY,ROU,5,0
2021,Libya,"Russian Federation",LBY,RUS,7,0
2021,Libya,Spain,LBY,ESP,167,30
2021,Libya,"Serbia and Kosovo: S/RES/1244 (1999)",LBY,SRB,46,0
2021,Libya,Slovakia,LBY,SVK,7,0
2021,Libya,Sweden,LBY,SWE,263,53
2021,Libya,Switzerland,LBY,CHE,304,33
2021,Libya,Ukraine,LBY,UKR,5,14
2021,Lebanon,Armenia,LBN,ARM,26,5
2021,Lebanon,Austria,LBN,AUT,122,117
2021,Lebanon,Belgium,LBN,BEL,115,155
2021,Lebanon,Belarus,LBN,BLR,5,0
2021,Lebanon,Bulgaria,LBN,BGR,22,6
2021,Lebanon,Cyprus,LBN,CYP,53,112
2021,Lebanon,Czechia,LBN,CZE,5,0
2021,Lebanon,Denmark,LBN,DNK,30,5
2021,Lebanon,Finland,LBN,FIN,13,6
2021,Lebanon,France,LBN,FRA,301,160
2021,Lebanon,"United Kingdom of Great Britain and Northern Ireland",LBN,GBR,205,176
2021,Lebanon,Georgia,LBN,GEO,10,37
2021,Lebanon,Germany,LBN,DEU,1872,1836
2021,Lebanon,Greece,LBN,GRC,84,26
2021,Lebanon,Hungary,LBN,HUN,5,0
2021,Lebanon,Ireland,LBN,IRL,9,13
2021,Lebanon,Italy,LBN,ITA,14,59
2021,Lebanon,Luxembourg,LBN,LUX,5,15
2021,Lebanon,Latvia,LBN,LVA,5,0
2021,Lebanon,Malta,LBN,MLT,0,5
2021,Lebanon,"Netherlands (Kingdom of the)",LBN,NLD,118,73
2021,Lebanon,Norway,LBN,NOR,24,5
2021,Lebanon,Poland,LBN,POL,5,0
2021,Lebanon,Romania,LBN,ROU,10,0
2021,Lebanon,"Russian Federation",LBN,RUS,5,0
2021,Lebanon,Spain,LBN,ESP,30,80
2021,Lebanon,Sweden,LBN,SWE,509,227
2021,Lebanon,Switzerland,LBN,CHE,47,23
2021,Lebanon,Ukraine,LBN,UKR,9,13
2021,Mauritania,Austria,MRT,AUT,5,0
2021,Mauritania,Belgium,MRT,BEL,274,200
2021,Mauritania,Bulgaria,MRT,BGR,0,5
2021,Mauritania,France,MRT,FRA,7860,1123
2021,Mauritania,"United Kingdom of Great Britain and Northern Ireland",MRT,GBR,7,7
2021,Mauritania,Germany,MRT,DEU,65,74
2021,Mauritania,Greece,MRT,GRC,68,0
2021,Mauritania,Croatia,MRT,HRV,5,0
2021,Mauritania,Italy,MRT,ITA,273,5
2021,Mauritania,"Netherlands (Kingdom of the)",MRT,NLD,6,5
2021,Mauritania,Norway,MRT,NOR,5,0
2021,Mauritania,Portugal,MRT,PRT,0,5
2021,Mauritania,Spain,MRT,ESP,18,195
2021,Mauritania,Sweden,MRT,SWE,13,0
2021,Mauritania,Switzerland,MRT,CHE,9,0
2021,Morocco,Austria,MAR,AUT,42,523
2021,Morocco,Belgium,MAR,BEL,167,340
2021,Morocco,"Bosnia and Herzegovina",MAR,BIH,0,7
2021,Morocco,Bulgaria,MAR,BGR,5,129
2021,Morocco,Cyprus,MAR,CYP,0,11
2021,Morocco,Denmark,MAR,DNK,10,34
2021,Morocco,Finland,MAR,FIN,39,16
2021,Morocco,France,MAR,FRA,1296,207
2021,Morocco,"United Kingdom of Great Britain and Northern Ireland",MAR,GBR,221,368
2021,Morocco,Georgia,MAR,GEO,0,5
2021,Morocco,Germany,MAR,DEU,866,1156
2021,Morocco,Greece,MAR,GRC,230,117
2021,Morocco,Iceland,MAR,ISL,8,0
2021,Morocco,Ireland,MAR,IRL,14,70
2021,Morocco,Italy,MAR,ITA,920,887
2021,Morocco,Luxembourg,MAR,LUX,0,15
2021,Morocco,"North Macedonia",MAR,MKD,0,5
2021,Morocco,Montenegro,MAR,MNE,0,12
2021,Morocco,Malta,MAR,MLT,30,97
2021,Morocco,"Netherlands (Kingdom of the)",MAR,NLD,75,341
2021,Morocco,Norway,MAR,NOR,14,5
2021,Morocco,Portugal,MAR,PRT,9,126
2021,Morocco,Romania,MAR,ROU,5,9
2021,Morocco,Spain,MAR,ESP,722,6355
2021,Morocco,"Serbia and Kosovo: S/RES/1244 (1999)",MAR,SRB,0,26
2021,Morocco,Slovakia,MAR,SVK,0,11
2021,Morocco,Slovenia,MAR,SVN,0,12
2021,Morocco,Sweden,MAR,SWE,256,148
2021,Morocco,Switzerland,MAR,CHE,85,96
2021,Morocco,Ukraine,MAR,UKR,0,10
2021,Oman,"United Kingdom of Great Britain and Northern Ireland",OMN,GBR,22,24
2021,Oman,Germany,OMN,DEU,8,10
2021,Oman,Spain,OMN,ESP,0,5
2021,Qatar,"United Kingdom of Great Britain and Northern Ireland",QAT,GBR,17,11
2021,Qatar,Germany,QAT,DEU,5,0
2021,"Saudi Arabia",Austria,SAU,AUT,7,0
2021,"Saudi Arabia",Belgium,SAU,BEL,8,5
2021,"Saudi Arabia",Czechia,SAU,CZE,5,0
2021,"Saudi Arabia",France,SAU,FRA,42,0
2021,"Saudi Arabia","United Kingdom of Great Britain and Northern Ireland",SAU,GBR,288,195
2021,"Saudi Arabia",Georgia,SAU,GEO,0,6
2021,"Saudi Arabia",Germany,SAU,DEU,175,23
2021,"Saudi Arabia",Greece,SAU,GRC,8,0
2021,"Saudi Arabia",Ireland,SAU,IRL,20,0
2021,"Saudi Arabia",Malta,SAU,MLT,5,0
2021,"Saudi Arabia","Netherlands (Kingdom of the)",SAU,NLD,35,20
2021,"Saudi Arabia",Norway,SAU,NOR,8,0
2021,"Saudi Arabia",Spain,SAU,ESP,5,5
2021,"Saudi Arabia",Sweden,SAU,SWE,60,0
2021,"Saudi Arabia",Switzerland,SAU,CHE,18,5
2021,"Syrian Arab Rep.",Albania,SYR,ALB,15,6
2021,"Syrian Arab Rep.",Armenia,SYR,ARM,5335,8
2021,"Syrian Arab Rep.",Austria,SYR,AUT,62408,10558
2021,"Syrian Arab Rep.",Azerbaijan,SYR,AZE,33,0
2021,"Syrian Arab Rep.",Belgium,SYR,BEL,19188,1980
2021,"Syrian Arab Rep.",Belarus,SYR,BLR,68,8
2021,"Syrian Arab Rep.","Bosnia and Herzegovina",SYR,BIH,28,5
2021,"Syrian Arab Rep.",Bulgaria,SYR,BGR,20067,2368
2021,"Syrian Arab Rep.",Cyprus,SYR,CYP,10735,5545
2021,"Syrian Arab Rep.",Czechia,SYR,CZE,358,0
2021,"Syrian Arab Rep.",Denmark,SYR,DNK,19706,222
2021,"Syrian Arab Rep.",Estonia,SYR,EST,105,0
2021,"Syrian Arab Rep.",Finland,SYR,FIN,2660,66
2021,"Syrian Arab Rep.",France,SYR,FRA,37375,1369
2021,"Syrian Arab Rep.","United Kingdom of Great Britain and Northern Ireland",SYR,GBR,11980,4795
2021,"Syrian Arab Rep.",Georgia,SYR,GEO,444,18
2021,"Syrian Arab Rep.",Germany,SYR,DEU,621740,53750
2021,"Syrian Arab Rep.",Greece,SYR,GRC,39372,3933
2021,"Syrian Arab Rep.",Croatia,SYR,HRV,548,12
2021,"Syrian Arab Rep.",Hungary,SYR,HUN,869,0
2021,"Syrian Arab Rep.",Iceland,SYR,ISL,195,16
2021,"Syrian Arab Rep.",Ireland,SYR,IRL,2832,53
2021,"Syrian Arab Rep.",Italy,SYR,ITA,3527,903
2021,"Syrian Arab Rep.",Liechtenstein,SYR,LIE,32,0
2021,"Syrian Arab Rep.",Lithuania,SYR,LTU,463,5
2021,"Syrian Arab Rep.",Luxembourg,SYR,LUX,2409,415
2021,"Syrian Arab Rep.",Latvia,SYR,LVA,312,5
2021,"Syrian Arab Rep.","North Macedonia",SYR,MKD,17,0
2021,"Syrian Arab Rep.",Monaco,SYR,MCO,5,0
2021,"Syrian Arab Rep.","Rep. of Moldova",SYR,MDA,166,7
2021,"Syrian Arab Rep.",Malta,SYR,MLT,1918,412
2021,"Syrian Arab Rep.","Netherlands (Kingdom of the)",SYR,NLD,39388,6362
2021,"Syrian Arab Rep.",Norway,SYR,NOR,15865,315
2021,"Syrian Arab Rep.",Poland,SYR,POL,254,62
2021,"Syrian Arab Rep.",Portugal,SYR,PRT,861,0
2021,"Syrian Arab Rep.",Romania,SYR,ROU,2258,179
2021,"Syrian Arab Rep.","Russian Federation",SYR,RUS,297,62
2021,"Syrian Arab Rep.",Spain,SYR,ESP,14987,1605
2021,"Syrian Arab Rep.","Serbia and Kosovo: S/RES/1244 (1999)",SYR,SRB,45,9
2021,"Syrian Arab Rep.",Slovakia,SYR,SVK,25,0
2021,"Syrian Arab Rep.",Slovenia,SYR,SVN,326,13
2021,"Syrian Arab Rep.",Sweden,SYR,SWE,115233,1510
2021,"Syrian Arab Rep.",Switzerland,SYR,CHE,20146,255
2021,"Syrian Arab Rep.",Türkiye,SYR,TUR,3737369,0
2021,"Syrian Arab Rep.",Ukraine,SYR,UKR,512,147
2021,Tunisia,Austria,TUN,AUT,13,243
2021,Tunisia,Belgium,TUN,BEL,68,120
2021,Tunisia,"Bosnia and Herzegovina",TUN,BIH,0,5
2021,Tunisia,Bulgaria,TUN,BGR,0,19
2021,Tunisia,Czechia,TUN,CZE,0,6
2021,Tunisia,Denmark,TUN,DNK,5,10
2021,Tunisia,Finland,TUN,FIN,5,0
2021,Tunisia,France,TUN,FRA,563,91
2021,Tunisia,"United Kingdom of Great Britain and Northern Ireland",TUN,GBR,66,106
2021,Tunisia,Germany,TUN,DEU,251,784
2021,Tunisia,Greece,TUN,GRC,28,19
2021,Tunisia,Hungary,TUN,HUN,7,0
2021,Tunisia,Iceland,TUN,ISL,5,0
2021,Tunisia,Ireland,TUN,IRL,6,5
2021,Tunisia,Italy,TUN,ITA,537,1103
2021,Tunisia,Luxembourg,TUN,LUX,0,10
2021,Tunisia,Malta,TUN,MLT,13,10
2021,Tunisia,"Netherlands (Kingdom of the)",TUN,NLD,23,148
2021,Tunisia,Norway,TUN,NOR,5,5
2021,Tunisia,Romania,TUN,ROU,5,20
2021,Tunisia,Spain,TUN,ESP,65,440
2021,Tunisia,Slovenia,TUN,SVN,0,5
2021,Tunisia,Sweden,TUN,SWE,44,45
2021,Tunisia,Switzerland,TUN,CHE,177,38
2021,Tunisia,Ukraine,TUN,UKR,0,5
2021,"United Arab Emirates","United Kingdom of Great Britain and Northern Ireland",ARE,GBR,22,14
2021,"United Arab Emirates",Germany,ARE,DEU,33,0
2021,"United Arab Emirates",Spain,ARE,ESP,0,5
2021,"United Arab Emirates",Sweden,ARE,SWE,5,0
2021,"Western Sahara","Bosnia and Herzegovina",ESH,BIH,0,5
2021,"Western Sahara",France,ESH,FRA,855,83
2021,"Western Sahara","United Kingdom of Great Britain and Northern Ireland",ESH,GBR,12,5
2021,"Western Sahara",Greece,ESH,GRC,10,0
2021,"Western Sahara",Italy,ESH,ITA,5,0
2021,"Western Sahara",Spain,ESH,ESP,20,0
2021,"Western Sahara",Switzerland,ESH,CHE,8,0
2021,Yemen,Armenia,YEM,ARM,21,0
2021,Yemen,Austria,YEM,AUT,426,177
2021,Yemen,Azerbaijan,YEM,AZE,10,0
2021,Yemen,Belgium,YEM,BEL,257,160
2021,Yemen,Belarus,YEM,BLR,32,5
2021,Yemen,Bulgaria,YEM,BGR,23,9
2021,Yemen,Cyprus,YEM,CYP,41,28
2021,Yemen,Czechia,YEM,CZE,24,5
2021,Yemen,Denmark,YEM,DNK,7,0
2021,Yemen,Estonia,YEM,EST,5,0
2021,Yemen,Finland,YEM,FIN,311,12
2021,Yemen,France,YEM,FRA,921,95
2021,Yemen,"United Kingdom of Great Britain and Northern Ireland",YEM,GBR,1251,769
2021,Yemen,Georgia,YEM,GEO,55,20
2021,Yemen,Germany,YEM,DEU,3082,1173
2021,Yemen,Greece,YEM,GRC,933,26
2021,Yemen,Croatia,YEM,HRV,7,0
2021,Yemen,Hungary,YEM,HUN,16,0
2021,Yemen,Iceland,YEM,ISL,12,0
2021,Yemen,Ireland,YEM,IRL,27,8
2021,Yemen,Italy,YEM,ITA,0,42
2021,Yemen,Luxembourg,YEM,LUX,30,5
2021,Yemen,"Rep. of Moldova",YEM,MDA,6,0
2021,Yemen,Montenegro,YEM,MNE,7,0
2021,Yemen,Malta,YEM,MLT,5,5
2021,Yemen,"Netherlands (Kingdom of the)",YEM,NLD,1789,973
2021,Yemen,Norway,YEM,NOR,201,5
2021,Yemen,Poland,YEM,POL,22,31
2021,Yemen,Portugal,YEM,PRT,9,0
2021,Yemen,Romania,YEM,ROU,65,5
2021,Yemen,"Russian Federation",YEM,RUS,84,13
2021,Yemen,Spain,YEM,ESP,392,325
2021,Yemen,Slovakia,YEM,SVK,24,0
2021,Yemen,Slovenia,YEM,SVN,6,0
2021,Yemen,Sweden,YEM,SWE,1727,62
2021,Yemen,Switzerland,YEM,CHE,345,13
2021,Yemen,Ukraine,YEM,UKR,5,47
2022,Algeria,Austria,DZA,AUT,27,211
2022,Algeria,Belgium,DZA,BEL,109,255
2022,Algeria,Bulgaria,DZA,BGR,0,54
2022,Algeria,Cyprus,DZA,CYP,8,5
2022,Algeria,Czechia,DZA,CZE,0,19
2022,Algeria,Denmark,DZA,DNK,0,15
2022,Algeria,Finland,DZA,FIN,9,14
2022,Algeria,France,DZA,FRA,3267,475
2022,Algeria,"United Kingdom of Great Britain and Northern Ireland",DZA,GBR,305,786
2022,Algeria,Germany,DZA,DEU,937,1125
2022,Algeria,Greece,DZA,GRC,150,49
2022,Algeria,Croatia,DZA,HRV,0,6
2022,Algeria,Hungary,DZA,HUN,14,0
2022,Algeria,Ireland,DZA,IRL,74,1925
2022,Algeria,Italy,DZA,ITA,38,141
2022,Algeria,Luxembourg,DZA,LUX,30,20
2022,Algeria,"Rep. of Moldova",DZA,MDA,5,0
2022,Algeria,Montenegro,DZA,MNE,0,8
2022,Algeria,Malta,DZA,MLT,0,30
2022,Algeria,"Netherlands (Kingdom of the)",DZA,NLD,461,907
2022,Algeria,Norway,DZA,NOR,9,5
2022,Algeria,Poland,DZA,POL,30,5
2022,Algeria,Portugal,DZA,PRT,779,18
2022,Algeria,Romania,DZA,ROU,5,5
2022,Algeria,Spain,DZA,ESP,180,1015
2022,Algeria,Slovenia,DZA,SVN,0,14
2022,Algeria,Sweden,DZA,SWE,61,56
2022,Algeria,Switzerland,DZA,CHE,205,292
2022,Algeria,Ukraine,DZA,UKR,0,5
2022,Egypt,Albania,EGY,ALB,8,0
2022,Egypt,Armenia,EGY,ARM,5,24
2022,Egypt,Austria,EGY,AUT,221,379
2022,Egypt,Belgium,EGY,BEL,95,150
2022,Egypt,Bulgaria,EGY,BGR,17,27
2022,Egypt,Cyprus,EGY,CYP,125,321
2022,Egypt,Czechia,EGY,CZE,7,10
2022,Egypt,Denmark,EGY,DNK,24,7
2022,Egypt,Estonia,EGY,EST,5,0
2022,Egypt,Finland,EGY,FIN,45,22
2022,Egypt,France,EGY,FRA,1769,568
2022,Egypt,"United Kingdom of Great Britain and Northern Ireland",EGY,GBR,1062,2054
2022,Egypt,Georgia,EGY,GEO,68,39
2022,Egypt,Germany,EGY,DEU,1840,1167
2022,Egypt,Greece,EGY,GRC,459,1649
2022,Egypt,Croatia,EGY,HRV,8,0
2022,Egypt,Hungary,EGY,HUN,12,5
2022,Egypt,Iceland,EGY,ISL,11,5
2022,Egypt,Ireland,EGY,IRL,54,359
2022,Egypt,Italy,EGY,ITA,776,7425
2022,Egypt,Lithuania,EGY,LTU,7,5
2022,Egypt,Luxembourg,EGY,LUX,8,5
2022,Egypt,Latvia,EGY,LVA,9,0
2022,Egypt,"Rep. of Moldova",EGY,MDA,8,5
2022,Egypt,Malta,EGY,MLT,74,84
2022,Egypt,"Netherlands (Kingdom of the)",EGY,NLD,650,278
2022,Egypt,Norway,EGY,NOR,47,0
2022,Egypt,Poland,EGY,POL,101,138
2022,Egypt,Portugal,EGY,PRT,125,5
2022,Egypt,Romania,EGY,ROU,24,11
2022,Egypt,"Russian Federation",EGY,RUS,5,5
2022,Egypt,Spain,EGY,ESP,115,200
2022,Egypt,"Serbia and Kosovo: S/RES/1244 (1999)",EGY,SRB,0,5
2022,Egypt,Slovakia,EGY,SVK,17,0
2022,Egypt,Sweden,EGY,SWE,408,128
2022,Egypt,Switzerland,EGY,CHE,155,19
2022,Egypt,Ukraine,EGY,UKR,0,7
2022,Bahrain,Denmark,BHR,DNK,5,0
2022,Bahrain,France,BHR,FRA,22,0
2022,Bahrain,"United Kingdom of Great Britain and Northern Ireland",BHR,GBR,87,34
2022,Bahrain,Germany,BHR,DEU,45,0
2022,Bahrain,Ireland,BHR,IRL,12,0
2022,Bahrain,"Netherlands (Kingdom of the)",BHR,NLD,24,0
2022,Bahrain,Sweden,BHR,SWE,16,5
2022,Palestinian,Albania,PSE,ALB,8,0
2022,Palestinian,Armenia,PSE,ARM,7,0
2022,Palestinian,Azerbaijan,PSE,AZE,5,0
2022,Palestinian,Belgium,PSE,BEL,4607,3270
2022,Palestinian,Belarus,PSE,BLR,8,0
2022,Palestinian,Cyprus,PSE,CYP,2237,276
2022,Palestinian,France,PSE,FRA,2099,97
2022,Palestinian,"United Kingdom of Great Britain and Northern Ireland",PSE,GBR,691,581
2022,Palestinian,Georgia,PSE,GEO,5,10
2022,Palestinian,Germany,PSE,DEU,1586,1410
2022,Palestinian,Greece,PSE,GRC,7514,1114
2022,Palestinian,Croatia,PSE,HRV,0,25
2022,Palestinian,Hungary,PSE,HUN,86,0
2022,Palestinian,Iceland,PSE,ISL,273,51
2022,Palestinian,Ireland,PSE,IRL,130,38
2022,Palestinian,Italy,PSE,ITA,742,126
2022,Palestinian,Latvia,PSE,LVA,7,0
2022,Palestinian,Malta,PSE,MLT,72,16
2022,Palestinian,"Netherlands (Kingdom of the)",PSE,NLD,0,27
2022,Palestinian,Poland,PSE,POL,12,7
2022,Palestinian,Portugal,PSE,PRT,9,6
2022,Palestinian,Romania,PSE,ROU,68,8
2022,Palestinian,"Russian Federation",PSE,RUS,5,0
2022,Palestinian,Spain,PSE,ESP,1092,370
2022,Palestinian,"Serbia and Kosovo: S/RES/1244 (1999)",PSE,SRB,5,0
2022,Palestinian,Slovakia,PSE,SVK,7,0
2022,Palestinian,Slovenia,PSE,SVN,27,5
2022,Palestinian,Sweden,PSE,SWE,1352,255
2022,Palestinian,Ukraine,PSE,UKR,18,17
2022,Iraq,Armenia,IRQ,ARM,1123,184
2022,Iraq,Austria,IRQ,AUT,10340,1095
2022,Iraq,Azerbaijan,IRQ,AZE,10,0
2022,Iraq,Belgium,IRQ,BEL,3789,1035
2022,Iraq,Belarus,IRQ,BLR,11,14
2022,Iraq,"Bosnia and Herzegovina",IRQ,BIH,0,5
2022,Iraq,Bulgaria,IRQ,BGR,1087,570
2022,Iraq,Cyprus,IRQ,CYP,1013,347
2022,Iraq,Czechia,IRQ,CZE,76,6
2022,Iraq,Denmark,IRQ,DNK,275,52
2022,Iraq,Estonia,IRQ,EST,17,0
2022,Iraq,Finland,IRQ,FIN,9137,1302
2022,Iraq,France,IRQ,FRA,14074,221
2022,Iraq,"United Kingdom of Great Britain and Northern Ireland",IRQ,GBR,8272,15887
2022,Iraq,Georgia,IRQ,GEO,367,23
2022,Iraq,Germany,IRQ,DEU,103374,29893
2022,Iraq,Greece,IRQ,GRC,15704,905
2022,Iraq,Croatia,IRQ,HRV,119,75
2022,Iraq,Hungary,IRQ,HUN,592,0
2022,Iraq,Iceland,IRQ,ISL,328,43
2022,Iraq,Ireland,IRQ,IRL,356,89
2022,Iraq,Italy,IRQ,ITA,5589,1237
